dates;jour;ferie;vacances;semestre
11/10/2014;samedi;0;HV;2014S2
12/10/2014;dimanche;0;HV;2014S2
13/10/2014;lundi;0;HV;2014S2
14/10/2014;mardi;0;HV;2014S2
15/10/2014;mercredi;0;HV;2014S2
16/10/2014;jeudi;0;HV;2014S2
17/10/2014;vendredi;0;HV;2014S2
18/10/2014;samedi;0;HV;2014S2
19/10/2014;dimanche;0;HV;2014S2
20/10/2014;lundi;0;HV;2014S2
21/10/2014;mardi;0;HV;2014S2
22/10/2014;mercredi;0;HV;2014S2
23/10/2014;jeudi;0;HV;2014S2
24/10/2014;vendredi;0;HV;2014S2
25/10/2014;samedi;0;HV;2014S2
26/10/2014;dimanche;0;HV;2014S2
27/10/2014;lundi;0;HV;2014S2
28/10/2014;mardi;0;HV;2014S2
29/10/2014;mercredi;0;HV;2014S2
30/10/2014;jeudi;0;HV;2014S2
31/10/2014;vendredi;0;HV;2014S2
01/11/2014;samedi;1;HV;2014S2
02/11/2014;dimanche;0;HV;2014S2
03/11/2014;lundi;0;HV;2014S2
04/11/2014;mardi;0;HV;2014S2
05/11/2014;mercredi;0;HV;2014S2
06/11/2014;jeudi;0;HV;2014S2
07/11/2014;vendredi;0;HV;2014S2
08/11/2014;samedi;0;HV;2014S2
09/11/2014;dimanche;0;HV;2014S2
10/11/2014;lundi;0;HV;2014S2
11/11/2014;mardi;1;HV;2014S2
12/11/2014;mercredi;0;HV;2014S2
13/11/2014;jeudi;0;HV;2014S2
14/11/2014;vendredi;0;HV;2014S2
15/11/2014;samedi;0;HV;2014S2
16/11/2014;dimanche;0;HV;2014S2
17/11/2014;lundi;0;HV;2014S2
18/11/2014;mardi;0;HV;2014S2
19/11/2014;mercredi;0;HV;2014S2
20/11/2014;jeudi;0;HV;2014S2
21/11/2014;vendredi;0;HV;2014S2
22/11/2014;samedi;0;HV;2014S2
23/11/2014;dimanche;0;HV;2014S2
24/11/2014;lundi;0;HV;2014S2
25/11/2014;mardi;0;HV;2014S2
26/11/2014;mercredi;0;HV;2014S2
27/11/2014;jeudi;0;HV;2014S2
28/11/2014;vendredi;0;HV;2014S2
29/11/2014;samedi;0;HV;2014S2
30/11/2014;dimanche;0;HV;2014S2
01/12/2014;lundi;0;HV;2014S2
02/12/2014;mardi;0;HV;2014S2
03/12/2014;mercredi;0;HV;2014S2
04/12/2014;jeudi;0;HV;2014S2
05/12/2014;vendredi;0;HV;2014S2
06/12/2014;samedi;0;HV;2014S2
07/12/2014;dimanche;0;HV;2014S2
08/12/2014;lundi;0;HV;2014S2
09/12/2014;mardi;0;HV;2014S2
10/12/2014;mercredi;0;HV;2014S2
11/12/2014;jeudi;0;HV;2014S2
12/12/2014;vendredi;0;HV;2014S2
13/12/2014;samedi;0;HV;2014S2
14/12/2014;dimanche;0;HV;2014S2
15/12/2014;lundi;0;HV;2014S2
16/12/2014;mardi;0;HV;2014S2
17/12/2014;mercredi;0;HV;2014S2
18/12/2014;jeudi;0;HV;2014S2
19/12/2014;vendredi;0;HV;2014S2
20/12/2014;samedi;0;HV;2014S2
21/12/2014;dimanche;0;HV;2014S2
22/12/2014;lundi;0;HV;2014S2
23/12/2014;mardi;0;HV;2014S2
