debut application;fin application;mise a jour;status;cause;titre du message;corps du message;type objet;code objet référentiel IdFM
2021-11-08T23:15:00+01:00;2021-11-09T04:00:00+01:00;2021-11-10T13:15:01+01:00;future;travaux;Ligne P : Paris Est - Meaux du 18/10 au 30/12;"<p>Période : à partir de 22h15 jusqu'en fin de soirée  <br>Dates : du lundi 18 octobre au jeudi 30 décembre 2021, sauf les samedis et dimanches.<br>Le trafic est interrompu entre Paris Est et Meaux :<br>- dès 22h15 vers Paris,<br>- à partir de 23h vers Meaux.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/sentinnelle20211011-p-meaux-jsq30dec.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01730
2021-11-08T01:00:00+01:00;2021-12-01T00:59:00+01:00;2021-11-04T11:35:04+01:00;active;perturbation;"PERIGNY - Suppression des arrêts ""Centre""";"<p><div class=""fckcontainer""><br><p>A compter du Lundi 8 Novembre 2021, les arr&ecirc";line;C00590
2021-06-01T06:00:00+02:00;2023-01-02T00:59:00+01:00;2021-05-31T12:45:04+02:00;active;perturbation;Ligne 12 - Travaux - Créteil - Métro Préfecture;"<p><div class=""fckcontainer""><p>Du Mardi 1er juin 2021 au 1er janvier 2023 inclus.</p><br><p>En raison de travaux, l'arr&ecirc";line;C00548
2021-12-30T23:30:00+01:00;2021-12-31T03:30:00+01:00;2021-10-26T12:20:06+02:00;future;travaux;Ligne U : totalement interrompu 27-30 décembre;"<p>Période : soirées à partir de 22h30.<br>Dates : du lundi 27 au jeudi 30 décembre 2021.<br>Le trafic est interrompu sur l'ensemble de la ligne.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href="" https://www.transilien.com//sites/transilien/files/sentinelle-20211227-u-ldu-laverriere-27au30dec.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01741
2021-08-23T06:00:00+02:00;2022-07-07T06:00:00+02:00;2021-08-10T11:49:50+02:00;active;perturbation;"Réseau SQYBUS : Arrêt ""Observatoire"" en direction de Trappes Gare supprimé sur les lignes 402, 414, 415 et 430 : du 23 août au 6 juillet 2022.";"<p>En raison de l'aménagement d'une nouvelle piste cyclable sur la rue Léon Teisserenc de Bort à Montigny-le-Bretonneux, l'arrêt ""Observatoire"" en direction de Trappes Gare ne sera pas maintenu.<br></p><p>A partir du 23 août 2021, vous retrouverez vos lignes aux arrêts suivants :</p><p>- Trappes Gare (350 m) : ligne 415 en direction du Mesnil-St-Denis.</p><p>- Ch. de Commerce et d'Industrie (650 m) : ligne 415 en direction du Mesnil-St-Denis.</p><p>- Hôtel d'Agglomération (400 m) : lignes 402 et 430 en direction de Trappes Gare</p><p>- Le Buisson de la Couldre (270 m) : ligne 414 en direction de Trappes Gare.</p><p>Dans l'autre sens, l'arrêt Observatoire est conservé.</p>";line;C01527
2021-11-30T22:50:00+01:00;2021-12-01T04:00:00+01:00;2021-11-25T12:15:01+01:00;future;travaux;Ligne D :  Paris Lyon - Villeneuve SG 29/11-3/12;"<p>Période : soirées à partir de 22h50<br>Dates : du lundi 29 novembre au vendredi 3 décembre 2021<br>Les trains ne marquent pas l'arrêt à Le Vert de Maisons, Créteil Pompadour et Villeneuve Triage dans les deux sens de circulation.<br>Un service de bus de remplacement est mis en place entre Maisons Alfort Alfortville et Villeneuve Saint-Georges, avec desserte des gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/2021-11/20211129-D-140%20AFF%20GH%20-MFA-VSB%20S48_.pdf "" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>";line;C01728
2021-12-13T01:00:00+01:00;2021-12-13T06:30:00+01:00;2021-11-24T19:40:03+01:00;future;travaux;Ligne D : Paris Lyon - Villeneuve St-G 11et 12/12;<p>Période : en soirée, de 00h00 à 5h30<br>Dates : samedi 11 et dimanche12 décembre.<br>Le trafic est interrompu entre Paris Gare de Lyon et Villeneuve-Saint-Georges.<br>Un service de bus de remplacement est mis en place entre Paris et Villeneuve-Saint-Georges, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux de maintenance.</p>;line;C01728
2021-10-18T17:50:00+02:00;2021-12-31T18:50:00+01:00;2021-10-18T17:52:10+02:00;active;perturbation;Réseau SQYBUS : Perturbation lignes 422, 449 et 450 à partir du lundi 18 octobre 2021.;"<p>En raison de l'extension de la zone des travaux de mise en accessibilité PMR de l'arrêt ""Collège Alexandre Dumas"" en direction de Elancourt Les Côtes, la desserte de l'arrêt ne sera pas possible dans des conditions sécurisées.<br></p><p>L'arrêt ""Collège Alexandre Dumas"" sera reporté à l'arrêt ""Les Sept Mares"" jusqu'à la fin des travaux.</p>";line;C00536
2021-11-29T22:00:00+01:00;2021-11-30T06:00:00+01:00;2021-11-25T12:58:15+01:00;future;perturbation;Réseau SQYBUS : Perturbation ligne 463 du lundi 29 au mardi 30 novembre 2021 de 21h à 5h.;"<p>Du lundi 29 au mardi 30 novembre 2021 de 21h à 5h.</p><p>En raison des travaux de nuit sur la RD 912 à Trappes, la ligne sera déviée dans les deux sens.</p><p>Les arrêts ""Île de Loisirs - Centre Equestre"" dans les deux sens et ""Île de Loisirs-Golf"" en direction de Montigny St-Quentin Gare ne seront pas desservis.</p>";line;C01537
2021-12-17T22:55:00+01:00;2021-12-18T04:00:00+01:00;2021-10-28T14:20:04+02:00;future;travaux;Ligne J:Argenteuil-Mantes/Pontoise 29/11-17/12;"<p>Période : de 21h55 jusqu'en fin de soirée, en semaine<br>Dates : du lundi 29 novembre au 17 décembre 2021<br>Le trafic est interrompu entre Argenteuil et Mantes-la-Jolie via Conflans Ste-Honorine et entre Argenteuil et Pontoise.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20211129-j-argenteuilmantesviaconflans-pontoise-29et30novembre.1erau17decembre"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01739
2021-12-06T22:00:00+01:00;2021-12-23T03:50:00+01:00;2021-11-25T13:20:01+01:00;future;travaux;Ligne R : Paris Lyon - Montargis 6 au 23 décembre;<p>Période : soirées à partir de 21h00.<br>Dates : du lundi 6 au  jeudi 23 décembre, sauf samedi et dimanche.<br>Le trafic est interrompu entre Paris Gare de Lyon et Montargis.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux de maintenance.</p>;line;C01731
2021-08-24T10:50:00+02:00;2021-12-01T01:00:00+01:00;2021-10-12T16:32:33+02:00;active;perturbation;Bus : 191.100 - Travaux Orly 4 - Du 2 septembre au 1er décembre 2021;<p>En raison de travaux, le quai n°8 ne sera pas desservi.&nbsp;line;C00379
2022-01-11T23:30:00+01:00;2022-01-12T01:30:00+01:00;2021-11-25T18:35:04+01:00;future;travaux;Ligne N : Paris Mont.-Mantes du 3 au 31 janvier;"<p>Période : à partir de 22h30 jusqu'en fin de soirée  <br>Dates : du lundi 3 au lundi 31 janvier 2022 du lundi au vendredi  <br>Le trafic est interrompu de Paris Montparnasse vers Mantes la Jolie.<br>De Paris Montparnasse à Plaisir Grignon veuillez emprunter un train mission GOPI, le service de bus de remplacement est mis en place au départ de Plaisir Grignon, avec desserte des gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20220103-n-pmp-mantes3au31janvier"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>";line;C01736
2022-01-03T01:10:00+01:00;2022-01-03T03:30:00+01:00;2021-11-25T17:45:04+01:00;future;travaux;Ligne N : Paris Montp.-Plaisir Grignon 3 au 31/01;"<p>Période : à partir de 0h40, sauf du 24 au 28/1 dès 22h45, du lundi au vendredi<br>Dates : du lundi 3 au lundi 31 janvier 2022  <br>Le trafic est interrompu entre Paris Montparnasse et Plaisir - Grignon.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20220103-n-pmp-plaisirgrignon-3au31janvier"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>";line;C01736
2021-09-10T20:50:00+02:00;2021-12-31T21:50:00+01:00;2021-09-10T21:00:56+02:00;active;travaux;Travaux rue des Bourbonnais à Montgeron - A partir du 20 septembre 2021 jusqu'à la fin des travaux;"<p>En raison de travaux rue des Bourbonnais à Montgeron, l’arrêt <u>Maurice Garin</u> n’est pas desservi uniquement en direction de Valdoly</p><p> </p><p><b>A partir du 20 septembre 2021 jusqu’à la fin des travaux</b></p><p> </p><p>Nous vous invitons à vous reporter à l’arrêt <u>Maurice Garin provisoire</u> (situé à 50m de l’arrêt initial).</p><p>Pour + d'infos: <a href=""https://www.keolis-essonne-valdemarne.com/se-deplacer/infos-trafic/details-de-la-perturbation/trafic/main/Alerte/travaux-rue-des-bourbonnais-a-montgeron-a-partir-du-20-septembre-2021-jusqua-la-fin-des-travaux/"" target=""_blank"">https://www.keolis-essonne-valdemarne.com/se-deplacer/infos-trafic/details-de-la-perturbation/trafic/main/Alerte/travaux-rue-des-bourbonnais-a-montgeron-a-partir-du-20-septembre-2021-jusqua-la-fin-des-travaux/</a></p>";line;C00356
2021-01-12T01:00:00+01:00;2021-12-31T01:00:00+01:00;2021-01-12T10:25:03+01:00;active;perturbation;TZEN1;"<p><div class=""fckcontainer"">Dans le cadre de la pandémie Covid 19 l’offre de transport est réduite comme suit,<br>En direction de Carré Trait d’Union/Gare de Corbeil:<br>Du lundi au vendredi, les départs suivants sont supprimés 8 h 53 9 h 07 9 h 22 9 h 37 22 h 17 et 22 h 47<br>Le samedi les départs de 22 h 17 et 22 h 47 sont supprimés<br>En direction de Gare de Lieusaint:<br>Du lundi au vendredi, les départs suivants sont supprimés 15 h 30 15 h 44 16 h 02 16 h 18 22 h 53 et 23 h 23<br>Le samedi les départs de 22 h 55 et 23 h 25 sont supprimés<br>Du 5 décembre 2020 et pour une durée indéterminée<br>Bon voyage sur votre ligne</div><a href='https://www.transdev-idf.com/horaire-ligne-tzn1-senart_519'>En savoir plus sur cette information.</a></p>";;
2021-12-01T23:25:00+01:00;2021-12-02T04:00:00+01:00;2021-11-24T13:00:01+01:00;future;travaux;Ligne R : Melun-Montereau/Paris Lyon 29/11-03/12;<p>Période : à partir de 22h25  <br>Dates : du lundi 29 novembre au vendredi 03 décembre 2021<br>Le trafic est interrompu de Melun vers Montereau et de Melun vers Paris Gare de Lyon.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>;line;C01731
2021-11-08T01:00:00+01:00;2021-12-01T00:59:00+01:00;2021-11-03T02:05:05+01:00;active;perturbation;Renfort d'offre;"<p><div class=""fckcontainer""><p>Note FI 21 11 1</p><br><p>A partir du 8 novembre 2021,   La course de 7h10 au d&eacute";line;C00105
2022-01-29T05:00:00+01:00;2022-01-30T04:00:00+01:00;2021-11-23T12:40:00+01:00;future;travaux;Ligne K : Paris Nord - Mitry-Claye 22-30/01;<p>Période : toute la journée<br>Dates : <br>- samedi 22 et dimanche 23 janvier<br>- samedi 29 et dimanche 30 janvier<br>Le trafic est interrompu entre Paris Gare du Nord et Mitry-Claye.<br>Correspondance avec les trains du RER B entre Paris Gare du Nord et Mitry-Claye.<br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>;line;C01738
2021-10-30T15:50:00+02:00;2022-05-31T03:00:00+02:00;2021-10-28T16:17:21+02:00;active;travaux;Ligne 52 - Du 30/10/2021 au mardi 31/5/2022 - Déviation secteur av. du Gal de Gaulle à Saint-Cyr-l'école;"<p>Suite à des travaux, les arrêts Le Clos-Saint-Cyr et Jean-Baptiste Lully ne peuvent plus être desservis.</p><p>Reportez-vous à l'arrêt Docteur Vaillant ou Georges-Marie Guynemer.</p><p><a href=""https://www.phebus.tm.fr/fileadmin/Sites/Phebus/SE_DEPLACER/Affiches_deviations/Ligne_52_-_du_23_aout_2021_au_mardi_31_mai_2022_-_deviation_secteur_Avenue_du_Gal_de_Gaulle_-_Saint-Cyr.pdf"" target=""_blank"">Cliquez ici pour ouvrir le plan de déviation</a></p>";line;C02219
2021-12-10T23:20:00+01:00;2021-12-11T00:31:00+01:00;2021-10-14T18:35:17+02:00;future;travaux;Ligne K : Paris - Crépy-en-Valois du 4/10 au 10/12;"<p>Dates : du lundi 4 octobre au vendredi 10 décembre 2021.<br>Les horaires du train 121541 (départ Paris Nord 22h42 - arrivée Crépy en Valois 23h37) sont modifiés.<br><a href=""https://transilien.com/sites/transilien/files/2021-09/20211004-k-horairemodifiepourle121541du4octobreau10decembre2021.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte de ces travaux.<br>Motif : travaux.</p>";line;C01738
2020-10-02T02:00:00+02:00;2023-05-01T01:59:00+02:00;2020-09-30T14:14:31+02:00;active;perturbation;Travaux Lagny sur Marne;"<p><div class=""fckcontainer""><p>&nbsp";;
2018-12-20T01:00:00+01:00;2022-01-01T00:59:00+01:00;2019-01-26T01:13:13+01:00;active;perturbation;"À compter du jeudi 20 decembre 2018

En raison de travaux  immobiliers necessitant le report des arrets en Gare de
Houilles-Carrieres-sur-Seine,

Les arrets Gandillet et Buzenval ne sont pas desservis en direction du Lycee
Les Pierres Vives.

Le quai de la ligne H en Gare de Houilles-Carrieres-sur-Seine est deplace.

Merci de vous reporter a l'arret provisoire situe au 15 Rue Robespierre a
Houilles. (Prevoir 1 minute de marche).

Merci de votre comprehension.|En savoir plus sur cette information|https://www.transdev-idf.com/horaire-ligne-h-bus_en_seine_016";À compter du jeudi 20 decembre 2018En raison de travaux  immobiliers necessitant le report des arrets en Gare deHouilles-Carrieres-sur-Seine,Les arrets Gandillet et Buzenval ne sont pas desservis en direction du LyceeLes Pierres Vives.Le quai de la ligne H en Gare de Houilles-Carrieres-sur-Seine est deplace.Merci de vous reporter a l'arret provisoire situe au 15 Rue Robespierre aHouilles. (Prevoir 1 minute de marche).Merci de votre comprehension.|En savoir plus sur cette information|https://www.transdev-idf.com/horaire-ligne-h-bus_en_seine_016;line;C00317
2019-06-19T19:30:00+02:00;2022-07-05T01:59:00+02:00;2019-06-19T19:41:43+02:00;active;travaux;CRETEIL - Travaux Grand Paris à l'Echat;<p>** PROLONGATION **</p><p>Nous vous informons que les travaux du Grand Paris à Créteil depuis le 15 Février 2017 sont prolongés&nbsp;;
2021-10-13T09:00:00+02:00;2022-08-31T11:00:00+02:00;2021-10-13T13:20:02+02:00;active;perturbation;Modification horaires ligne 409;"<p><div class=""fckcontainer""><p>&nbsp";line;C00026
2021-11-09T12:30:00+01:00;2022-03-20T03:00:00+01:00;2021-11-09T12:35:33+01:00;active;travaux;Ligne T1 : Hôpital Avicenne non desservi 20/10-19/04;"<p>Période : toute la journée.</p><p>Dates : du mercredi 20 octobre 2021 jusqu'au mardi 19 avril 2022 inclus.</p><p>La station Hôpital Avicenne est fermée au public.</p><p>Motif : travaux de modernisation.</p><p><a href=""https://www.transilien.com/fr/#icv-T1-0cafbcfc-7afd-4583-af9e-f10a407b07a2"" target=""_blank"">Cliquer ici plus plus d'informations.</a></p>";stop_point;monomodalStopPlace:43373
2021-12-04T12:00:00+01:00;2021-12-04T22:00:00+01:00;2021-11-22T17:35:04+01:00;future;perturbation;PERIGNY - Marché de Noël;"<p><div class=""fckcontainer""><br><p>En raison du march&eacute";line;C00590
2021-11-15T23:30:00+01:00;2021-12-03T05:00:00+01:00;2021-11-12T14:05:04+01:00;active;perturbation;Ligne 617 - Du 15 novembre au 3 décembre 2021;"<p><div class=""fckcontainer""><br><p>En raison des navettes de substitution, les arr&ecirc";line;C01585
2019-01-29T01:00:00+01:00;2022-04-30T01:59:00+02:00;2021-10-18T15:30:18+02:00;active;perturbation;Montgeron - Avenue de la République (Ligne A);"<p><div class=""fckcontainer""><br><p>**** PROLONGATION ****</p><br><p>En raison des travaux Avenue de la R&eacute";line;C00580
2021-09-01T08:00:00+02:00;2022-01-01T00:30:00+01:00;2021-09-01T08:55:04+02:00;active;perturbation;Ligne 604 - A compter du 1er septembre 2021;"<p><div class=""fckcontainer""><p><span style=""font-family: Verdana, sans-serif";line;C01576
2021-12-01T01:00:00+01:00;2021-12-04T00:59:00+01:00;2021-11-19T16:20:01+01:00;future;perturbation;VILLENEUVE-SAINT-GEORGES - Avenue de Choisy (A);"<p><div class=""fckcontainer""><br><p>En raison des travaux Avenue de Choisy &agrave";line;C00580
2021-12-10T00:00:00+01:00;2021-12-10T03:20:00+01:00;2021-11-12T16:50:02+01:00;future;travaux;Ligne P: Paris Est - Château-Thierry du 6 au 10/12;"<p>Période : de 23h00 à fin de soirée<br>Dates : du lundi 6 au vendredi 10 décembre<br>Le trafic est interrompu entre Paris Est et Château-Thierry.<br>En conséquence, un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://transilien.com/sites/transilien/files/2021-11/20211206-p-parischateauthierry-du6au10decembre.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.<br></a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux de maintenance.</p>";line;C01730
2021-12-13T01:00:00+01:00;2021-12-13T06:30:00+01:00;2021-11-24T21:15:05+01:00;future;travaux;Ligne D : Paris Lyon - Corbeil-Ess.  11 et 12/12;<p>Période : en soirée de 00h00 à 5h30<br>Dates : samedi 11 et dimanche 12 décembre  <br>Le trafic est interrompu entre Paris Gare de Lyon et Corbeil-Essonnes.<br>Un service de bus de remplacement est mis en place entre Paris et Corbeil Essonnes via Ris Orangis et Evry, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux de maintenance.</p>;line;C01728
2021-12-19T00:40:00+01:00;2021-12-19T03:40:00+01:00;2021-11-08T16:55:02+01:00;future;travaux;Ligne L : Bécon - St-Nom/Versailles-R.D. 18-19/12;"<p>Période : à partir de 23h40 <br>Dates : samedi 18 et dimanche 19 décembre  <br>Le trafic est interrompu entre Bécon les Bruyères et Saint-Nom-la-Bretèche Forêt de Marly et entre Bécon les Bruyères et Versailles Rive Droite.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://transilien.com/sites/transilien/files/2021-11/20211218-L2-B%C3%A9con-versailles-st-nom-18et19decembre.pdf "" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01740
2021-11-29T08:00:00+01:00;2021-11-30T19:00:00+01:00;2021-11-25T13:14:29+01:00;active;perturbation;Réseau SQYBUS : Perturbation ligne 461 du  lundi 29 au mardi 30 novembre 2021 de 7h à 18h;"<p>Du lundi 29 au mardi 30 novembre 2021 de 7h à 18h.</p><p>En raison des travaux avenue Joseph Kessel à Montigny-le-Bretonneux, la ligne sera déviée dans les deux sens.</p><p>Les arrêts ""Bergson"", ""L.A. de Bougainville"" et ""Rue des Cottages"" ne seront pas desservis.</p>";line;C01535
2021-09-02T02:00:00+02:00;2022-08-31T02:00:00+02:00;2021-08-31T16:35:04+02:00;active;perturbation;Nouveauté  réseau;"<p><div class=""fckcontainer""><p>&nbsp";line;C00951
2021-12-04T05:00:00+01:00;2021-12-06T04:00:00+01:00;2021-11-25T11:20:01+01:00;future;travaux;Ligne D : Paris Lyon - Melun 04-05/12;"<p>Période : toute la journée<br>Dates : samedi 04 et dimanche 05 décembre<br>Moins de trains entre Paris Gare de Lyon et Melun via Combs.<br>Dimanche 05 décembre à partir de 22h30, le trafic est interrompu entre Paris Gare de Lyon et Melun via Combs. Un service de bus de remplacement est mis en place.<br><a href=""https://www.transilien.com/sites/transilien/files/2021-11/20211104-d-T0%20%2B%20139%20PSE%20AFF%20GH%20-PAA-MEL%20%20via%20CBV%20WE%20S48.pdf "" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01728
2021-11-15T23:30:00+01:00;2021-12-03T04:30:00+01:00;2021-11-12T14:20:05+01:00;active;perturbation;Ligne 618 - Du 15 novembre au 3 décembre 2021;"<p><div class=""fckcontainer""><br><p>En raison des navettes de substitution, les arr&ecirc";line;C01586
2021-11-19T10:50:00+01:00;2021-12-12T00:59:00+01:00;2021-11-19T10:58:33+01:00;active;travaux;Ligne R : horaires modifiés du 2/11 au 11/12;"<p>Période : toute la journée.</p><p>Dates : du 2 novembre au 11 décembre.</p><p>Certains horaires dans les gares de passage peuvent être modifiés de quelques minutes.</p><p>Les horaires du calculateur d'itinéraire tiennent compte des travaux.</p><p><p></p></p><p>Motif : travaux d'infrastructure entre Fontainebleau et Thomery.</p><p><a href=""https://www.transilien.com/fr#traffic-info-app"" target=""_blank"">Pour plus d'informations, cliquer sur le lien suivant : </a><br></p>";line;C01731
2021-10-25T06:40:00+02:00;2021-10-25T07:30:00+02:00;2021-10-21T14:45:03+02:00;future;travaux;Ligne N : Plaisir G. - Paris Montp. 25/10 au 10/12;"<p>Période : de 04h40 à 05h30<br>Dates : du lundi 25 octobre au vendredi 10 décembre, sauf les samedis et les dimanches<br>Le premier train POGI (Plaisir Grignon - Paris Montparnasse) de 4h41 est supprimé.<br><a href=""https://www.transilien.com/sites/transilien/files/2021-10/20210712-N-%202021%20-%20Info%20PG%20S28%20%C3%A0%20S49_.pdf "" target=""""><br>Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01736
2021-12-21T23:10:00+01:00;2021-12-22T00:59:00+01:00;2021-11-15T11:04:00+01:00;future;perturbation;Métro 4, travaux de modernisation.;<p><p></p></p><p>En raison de travaux, le trafic est interrompu sur l'ensemble de la ligne, du 22 août au 19 décembre inclus, uniquement les dimanches de 5h00 jusqu'à 12h00.</p><p>Toute la journée les dimanches : 26 septembre,10 octobre, 7 et 21 novembre,5 et 19 décembre.</p><p>le trafic est interrompu également sur l'ensemble de la ligne, du 30 août au 30 décembre inclus, du lundi au jeudi uniquement, de 22h15 à fin de service.</p><p>Pour plus d'informations,&nbsp;stop_point;monomodalStopPlace:44970
2021-12-07T22:00:00+01:00;2021-12-08T03:30:00+01:00;2021-10-29T20:05:02+02:00;future;travaux;Ligne C : Paris-Etampes/Dourdan du 29/11 au 17/12;<p>Période : du lundi au vendredi<br>à partir de 21h entre Dourdan et Paris Austerlitz<br>à partir de 22h entre Saint-Martin d’Étampes et Paris Austerlitz<br>Dates : du lundi 29 novembre au vendredi 17 décembre. <br>Le trafic est interrompu entre et entre Paris Austerlitz et Dourdan puis entre Paris Austerlitz et Saint-Martin d'Étampes. <br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>;line;C01727
2021-11-22T10:00:00+01:00;2021-12-20T00:30:00+01:00;2021-11-22T10:20:02+01:00;active;perturbation;Transdev STBC Ligne 8;"<p><div class=""fckcontainer""><p>&nbsp";line;C01717
2021-10-26T08:00:00+02:00;2021-12-31T21:00:00+01:00;2021-11-04T10:20:03+01:00;active;perturbation;Travaux à THOURY-FERROTTES;"<p><div class=""fckcontainer""><p>&nbsp";line;C01964
2021-09-06T02:00:00+02:00;2021-12-18T00:59:00+01:00;2021-09-13T17:25:07+02:00;active;perturbation;Villeneuve-Saint-Georges - RN6;"<p><div class=""fckcontainer""><br><p>&nbsp";line;C00581
2021-12-25T22:10:00+01:00;2021-12-26T02:30:00+01:00;2021-11-24T21:45:01+01:00;future;travaux;Ligne C: Austerlitz - Dourdan / Etampes 5 au 26/12;"<p>Dates : les nuits du dimanche 5 au lundi 6 décembre, du dimanche 12 au lundi 13 décembre, du dimanche 19 au lundi 20 décembre et du samedi 25 au 26 décembre et du dimanche 26 au lundi 27 décembre<br>Le trafic est interrompu à partir de :<br>- 21h10 entre Paris Austerlitz et Dourdan <br>- 22h00 entre Paris Austerlitz et Saint-Martin d'Étampes<br>jusqu'à fin de service<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires<br><a href=""https://transilien.com/sites/transilien/files/sentinelle-20211205-c-parissmedourdan-dimanchesdu5au26decembre.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01727
2021-12-09T23:20:00+01:00;2021-12-10T03:50:00+01:00;2021-11-25T13:35:05+01:00;future;travaux;Ligne R : Paris-Moret-Montereau 6 au 23 décembre;<p>Période : soirées à partir de 22h25.<br>Dates : du lundi 6 au  jeudi 23 décembre, sauf samedi et dimanche.<br>Le trafic est interrompu entre Paris Gare de Lyon et Montereau via Moret Veneux-les-Sablons.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>;line;C01731
2021-12-14T00:30:00+01:00;2021-12-14T03:30:00+01:00;2021-11-02T18:15:02+01:00;future;travaux;Ligne H : Épinay Vill.-Ermont Eaubonne 6 au 17/12;<p>Période : soirées à partir de 23h30.<br>Dates : du lundi 6 au  vendredi 17 décembre, sauf samedi et dimanche.<br>Le trafic est interrompu entre Épinay Villetaneuse et Ermont Eaubonne.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>;line;C01737
2021-06-11T15:40:00+02:00;2022-12-31T16:40:00+01:00;2021-06-11T15:49:17+02:00;active;perturbation;Seine et Marne Express 47: BANCEL;<p>En raison des travaux qui ont lieu au niveau de l'arrêt BANCEL à MELUN (77)</p><p>du 14 Juin 2021 au 31 Décembre 2022</p><p>Cet arrêt est reporté à l'arrêt Avenue de Meaux</p>;line;C01499
2022-01-07T01:40:00+01:00;2022-01-07T04:15:00+01:00;2021-11-25T17:25:05+01:00;future;travaux;Ligne N : Paris Montp. - Rambouillet du 3 au 31/01;"<p>Période : à partir de 0h45, sauf le vendredi 28/1 dès 23h00, jusqu'en fin de soirée<br>Dates : du lundi 3 au lundi 31 janvier 2022, du lundi au vendredi. <br>Le trafic est interrompu entre Paris Montparnasse et Rambouillet<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20220103-n-pmp-versaillesch-rambouillet-3au31janvier"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>";line;C01736
