debut application;fin application;mise a jour;status;cause;titre du message;corps du message;type objet;code objet référentiel IdFM
2021-09-01T14:20:00+02:00;2022-01-01T03:20:00+01:00;2021-09-01T14:39:15+02:00;active;perturbation;Arrêt MAISON DE RETRAITE déplacé;"<p><a href=""https://www.keolis-cif.com/se-deplacer/voir-toutes-les-infos-trafic/details-de-linfo-trafic/trafic/main/Alerte/arret-maison-de-retraite-deplace/"" target=""_blank"">A partir du lundi 26 juillet 2021</a></p><p><a href=""https://www.keolis-cif.com/se-deplacer/voir-toutes-les-infos-trafic/details-de-linfo-trafic/trafic/main/Alerte/arret-maison-de-retraite-deplace/"" target=""_blank"">En direction de la Gare du Vert Galant, l’arrêt « MAISON DE RETRAITE » sera déplacé à l’arrêt Maison de retraite de la ligne 619 à environ 100 mètres.</a></p>";line;C01434
2021-09-16T14:00:00+02:00;2022-02-28T03:00:00+01:00;2021-09-16T14:19:52+02:00;active;perturbation;Perturbation ligne A et C;"<p>Chers clients, </p><p>En raison de travaux, la rue Lucien Brunet à Pontault-Combault sera fermée à la circulation, à compter du Lundi 30 Août 2021 jusqu’au Dimanche 27 Février 2022. Durant ces travaux, le sens de circulation sera inversé sur la rue du Four et la rue St Clair.</p><p>Les arrêts « Rue du Four » et « Château Candalle » en direction du Centre Commercial ainsi que l’arrêt « Eglise » en direction de la Gare de Pontault ne seront plus desservis durant cette période.</p><p>Pour l’arrêt « Rue du Four », nous vous invitons à vous reporter à l’arrêt « Pavé » ou à l’arrêt provisoire situé Rue de la Chaussée, à environ 500 mètres. Concernant l’arrêt « Château Candalle », merci de vous reporter à l’arrêt provisoire situé Rue de la Chaussée, à environ 100 mètres.</p><p>Enfin, l’arrêt « Eglise » sera reporté à l’arrêt provisoire situé sur la Rue du Four à environ 200 mètres.</p><p> </p><p>Nous vous prions de nous excuser pour la gêne occasionnée.</p><p>Pour plus d'informations, cliqué ici :</p><p>- <a href=""https://www.transdev-idf.com/ligne-A/ozoir-la-ferriere-pontault-combault/003-SIT"" target=""_blank"">BUS A</a></p><p>- <a href=""https://www.transdev-idf.com/ligne-C/pontault-combault-noisiel/003-SIT"" target=""_blank"">BUS C</a></p>";network;FR1:Network:81:LOC
2021-09-02T02:00:00+02:00;2022-08-31T02:00:00+02:00;2021-08-31T18:35:05+02:00;active;perturbation;Suppression arrêt 8 mai 1945;"<p><div class=""fckcontainer""><br><p>Chers voyageurs,&nbsp";line;C00951
2021-11-08T08:30:00+01:00;2022-07-05T11:00:00+02:00;2021-10-21T20:55:03+02:00;active;perturbation;Modification d'horaires;"<p><div class=""fckcontainer""><p>Mesdames, Messieurs,&nbsp";line;C00124
2021-12-16T21:00:00+01:00;2021-12-17T00:10:00+01:00;2021-11-08T17:15:03+01:00;future;travaux;Ligne H : Pontoise - Persan Beaumont 25/10 - 17/12;"<p>Période : de 20h00 à fin de soirée.<br>Dates : du lundi 25 octobre au vendredi 17 décembre sauf week-ends.<br>Le trafic est interrompu entre Pontoise et Persan Beaumont.<br>En conséquence, un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/2021-10/20211025-H-32%20BUS%20PONTOISE%20-%20PERSAN%20%2025%20OCT%20AU%2026%20NOV.pdf "" target="""">Pour plus d'informations sur les horaires des bus du 25 octobre au 26 novembre, cliquez ici pour télécharger l'affiche PDF.</a><br><a href=""https://www.transilien.com//sites/transilien/files/2021-11/20211129-H-%20BUS%20PONTOISE%20-%20PERSAN%20%2029%20NOV%20AU%2017%20DEC.pdf "" target="""">Pour plus d'informations sur les horaires des bus du 29 novembre au 17 décembre, cliquez ici pour télécharger l'affiche PDF.</a><br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20211025-h-ligneh-25octobreau3decembre-flyer"" target=""""><br>Pour plus d'informations sur ces grands travaux de nuit, cliquez ici pour télécharger l'affiche pdf.</a><br>La circulation des trains est également interrompue sur les lignes B (entre Gare du Nord et Mitry Claye) et D (entre Paris Gare de Lyon et Creil).<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01737
2021-11-15T23:30:00+01:00;2021-12-03T05:00:00+01:00;2021-11-12T13:50:03+01:00;active;perturbation;Ligne 605 - Du 15 novembre au 3 décembre 2021;"<p><div class=""fckcontainer""><br><p>En raison des navettes de substitution, les arr&ecirc";line;C01577
2021-11-25T01:00:00+01:00;2022-01-01T00:59:00+01:00;2021-11-15T02:05:02+01:00;active;perturbation;IGNY - L 1;"<p><div class=""fckcontainer""><br><p><span class=""underline"">Du jeidi 25 novembre 2021 au vendredi 31 d&eacute";line;C00074
2021-10-25T08:00:00+02:00;2022-08-31T22:00:00+02:00;2021-10-21T13:10:07+02:00;active;perturbation;Travaux à FONTAINEBLEAU;"<p><div class=""fckcontainer""><p>Ligne Express 34 : En raison des travaux Place de l'Etape &agrave";line;C00815
2021-11-09T01:00:00+01:00;2021-12-01T00:59:00+01:00;2021-11-09T12:35:02+01:00;active;perturbation;MLV-NOUVEAU dépositaire sur le réseau à Montévrain;"<p><div class=""fckcontainer""><p>Nous vous informons que le tabac LE COIN DE MONTEVRAIN a rejoint notre r&eacute";line;C00626
2021-12-16T22:30:00+01:00;2021-12-17T03:30:00+01:00;2021-11-02T18:20:03+01:00;future;travaux;Ligne H : Pontoise - Persan Beaumont 1er au 17/12;<p>Période : soirées à partir de 21h30.<br>Dates : du mercredi 1er au vendredi 17 décembre, sauf samedi et dimanche.<br>Le trafic est interrompu entre Pontoise, Valmondois et Persan Beaumont.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>;line;C01737
2021-10-13T09:00:00+02:00;2022-08-13T11:00:00+02:00;2021-10-13T13:20:17+02:00;active;perturbation;Modification horaire ligne 409;"<p><div class=""fckcontainer""><p>&nbsp";line;C00026
2021-09-16T02:00:00+02:00;2022-02-01T00:59:00+01:00;2021-09-15T19:15:47+02:00;active;perturbation;Réseau Aérial - Travaux Place de l'Etape (ISP-039);"<p><div class=""fckcontainer""><p><span style=""text-decoration-line: underline";line;C01947
2021-11-25T09:50:00+01:00;2021-11-30T06:06:00+01:00;2021-11-25T10:01:50+01:00;active;travaux;PERTURBATION LIGNES 10 ET EXPRESS 78;<p>LA NUIT DU LUNDI 29 NOVEMBRE AU MARDI 30 NOVEMBRE 2021 DE 21H30 A 5H00</p><p>En raison de travaux de voirie sur la RD912 à Trappes, nous vous informons que les arrêts « Plaine de Neauphle », « Ile de Loisirs - Golf » et « Ile de Loisirs – Centre Equestre » ne seront pas desservis pour les courses suivantes :</p><p>Ligne 10 : la course de 21h10 au départ de Plaisir-Grignon.</p><p>Ligne express 78 : courses de 20h50 et 21h30 au départ de Mantes-la Ville et la course de 21h30 au départ de Montigny le Bretonneux.</p><p></p><p></p><p></p><p>Merci de votre compréhension,</p><p>Pour visualiser la note&nbsp;line;C00426
2021-12-16T01:10:00+01:00;2021-12-16T04:20:00+01:00;2021-10-26T12:15:05+02:00;future;travaux;Ligne N : Paris M.-Vers.Ch./Rambouillet 6-24/12;"<p>Période : de 0h12 jusqu'en fin de soirée, du lundi au vendredi<br>Dates : du lundi 6 au  vendredi 24 décembre 2021<br>Le trafic est interrompu entre Paris Montparnasse et Versailles Chantiers et entre Paris Montparnasse et Rambouillet.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20211206-n-parisversaillesrambouillet-6au24decembre.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>";line;C01736
2021-12-22T21:00:00+01:00;2021-12-23T03:00:00+01:00;2021-11-24T20:25:01+01:00;future;travaux;Ligne C : Ermont-Eaubonne - Pontoise 20-24/12;"<p>Période : de 20h00 à fin de service<br>Dates : du lundi 20 au vendredi 24 décembre<br>Le trafic est interrompu entre Ermont - Eaubonne et Pontoise.<br>En conséquence, un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://transilien.com/sites/transilien/files/2021-11/20211220-c-ermontpontoise-du20au24decembre2021.pdf"" target="""">Pour consulter l'affiche PDF, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux de maintenance.</p>";line;C01727
2021-11-29T10:00:00+01:00;2023-02-28T17:00:00+01:00;2021-11-26T16:05:02+01:00;active;perturbation;RESEAU SENART  DEV. L 42-43-62B du29/11/21-28/2/23;"<p><div class=""fckcontainer"">En raison de travaux de construction , rue des roches à Vert – Saint -Denis et à la fermeture de celle-ci, les arrêts suivants  ne seront pas desservis: <br>	- « Eglise »<br> 	- «Croix Saint Pierre »<br>	- ""Arenas san Pedro""<br>Merci de se reporter à l’arrêt « Arénas San Pédro » pour l’arrêt « Croix Saint Pierre » non desservi.	<br>Nous vous prions de bien vouloir nous excuser de la gêne occasionnée.</div><a href='https://www.transdev-idf.com/horaire-ligne-62b-senart_519'>En savoir plus sur cette information.</a></p>";line;C00854
2021-12-08T23:10:00+01:00;2021-12-09T03:50:00+01:00;2021-11-04T17:50:01+01:00;future;travaux;Ligne A : Sartrouville - Cergy le Haut 6 au 10/12;"<p>Période : soirées à partir de 22h15.<br>Dates : du lundi 6 au vendredi 10 décembre 2021.<br>Aucun train entre Sartrouville et Cergy le Haut.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20211206-a-sartrouville-cergy-6au10dec.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01742
2021-08-31T12:20:00+02:00;2021-12-31T13:20:00+01:00;2021-08-31T12:31:45+02:00;active;perturbation;KEOLIS CIF BUS 31 : Arrêt GARE DE GARGES SARCELLES non desservi;"<p>En raison de travaux de voirie à la gare de Garges Sarcelles, <b>l’arrêt GARE DE GARGES SARCELLES ne sera pas desservi du jeudi 2 septembre 2021 jusqu’à la fin des travaux</b></p><p>Veuillez vous reporter à l’arrêt provisoire situé derrière le point d’arrêt de la ligne 133.</p><p>Nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. </p><p><a href=""https://www.keolis-cif.com/se-deplacer/voir-toutes-les-infos-trafic/details-de-linfo-trafic/trafic/main/Alerte/arret-gare-de-garges-sarcelles-non-desservi/"" target=""_blank"">En savoir plus </a><br></p>";line;C00208
2021-12-03T11:00:00+01:00;2021-12-03T16:00:00+01:00;2021-11-25T11:40:09+01:00;future;travaux;Ligne D : Juvisy - Malesherbes 29/11-03/12;"<p>Période : de 10h00 à 15h00  <br>Dates : du lundi 29 novembre au vendredi 03 décembre<br>La desserte est modifiée entre Juvisy et Malesherbes via Ris-Orangis. <br>Un service de bus de remplacement est mis en place entre Corbeil Essonnes et Malesherbes, avec desserte des gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/2021-11/20211129-D-V2-138%20PSE%20%20AFF%20GH%20-%20COE-MAL%20%28S48%29.pdf "" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01728
2021-10-26T02:00:00+02:00;2022-01-03T00:59:00+01:00;2021-10-26T19:25:02+02:00;active;perturbation;Réseau STILL - Ligne 19 - Travaux;"<p><div class=""fckcontainer""><br><p><span class=""underline"">Du Mardi 26 Octobre au Dimanche 2 Janvier 2022</span></p><br><p>En raison de travaux Rue de Flagy &agrave";line;C01451
2021-11-15T22:50:00+01:00;2021-11-16T00:59:00+01:00;2021-08-24T13:41:17+02:00;future;travaux;Travaux;<p>En raison de travaux, le trafic est interrompu sur l'ensemble de la ligne, du 5 septembre au 28 décembre inclus, les dimanches, lundis et mardis de 22h00 à fin de service.</p>;line;C01384
2021-12-03T23:30:00+01:00;2021-12-04T05:00:00+01:00;2021-11-15T17:30:04+01:00;future;travaux;Ligne H: Paris - Persan via Valmondois 25/10-3/12;"<p>Période : de 22h30 à fin de soirée<br>Dates : du lundi 25 octobre au vendredi 3 décembre sauf week-ends.  <br>Le trafic est interrompu entre Paris Gare du Nord et Persan - Beaumont via Valmondois.<br>En conséquence, un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Attention, les bus en direction de Persan via Valmondois sont prévus au départ de Bobigny Pablo Picasso (ligne 5 du métro).<br>Suite à des travaux de voirie, les bus travaux ne desservent pas la gare de Mériel le lundi 15 et mardi 16 novembre 2021. Nous nous excusons pour la gêne occasionnée.<br><a href=""https://www.transilien.com/sites/transilien/files/2021-11/20211025-H-V2-32%20BUS%20ENTRE%20PARIS%20ET%20ERMONT-%20PERSAN%20%202510%20au%200312.pdf "" target=""""><br>Pour plus d'informations sur les horaires des bus, cliquez ici pour télécharger l'affiche PDF.</a><br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20211025-h-ligneh-25octobreau3decembre-flyer"" target="""">Pour plus d'informations sur ces grands travaux de nuit, cliquez ici pour télécharger l'affiche pdf.</a><br>La circulation des trains est également interrompue sur les lignes B (entre Gare du Nord et Mitry Claye) et D (entre Paris Gare de Lyon et Creil).<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux de maintenance.</p>";line;C01737
2021-12-11T17:00:00+01:00;2021-12-11T20:30:00+01:00;2021-11-19T14:48:07+01:00;future;perturbation;Manifestation sur la commune des Ulis.;<p>Le samedi 11 décembre 2021, une manifestation aura lieu sur la commune des Ulis.&nbsp;line;C01569
2021-03-23T01:00:00+01:00;2022-09-01T01:59:00+02:00;2021-03-23T18:15:11+01:00;active;perturbation;Ligne 8 - Cimetière non desservi;"<p><div class=""fckcontainer""><p>&nbsp";line;C00144
2022-01-28T23:50:00+01:00;2022-01-29T03:30:00+01:00;2021-11-25T17:40:04+01:00;future;travaux;Ligne D : Paris Lyon - Paris Nord 10/01 au 04/02;<p>Période : en semaine à partir de 22h50.<br>Dates : du lundi 10 janvier au vendredi 4 février.<br>Le trafic est interrompu entre Paris Gare de Lyon et Paris Gare du Nord.<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux de maintenance.</p>;line;C01728
2021-12-03T23:15:00+01:00;2021-12-04T03:30:00+01:00;2021-11-18T14:05:05+01:00;future;travaux;Ligne A : Sartrouville - Cergy le Haut 29/11-3/12;"<p>Période : de 22h15 à fin de soirée<br>Dates : du lundi 29/11 au vendredi 3/12<br>Les trains à destination et en provenance de Cergy le Haut sont terminus-origine en gare de Sartrouville.<br>En conséquence, un service de bus de remplacement est mis en place entre Sartrouville et Cergy le Haut, avec desserte des gares intermédiaires.<br>Les trains de l'axe Poissy circulent normalement et desservent la gare de Maisons Laffitte.<br><a href=""https://transilien.com/sites/transilien/files/2021-10/20211129-a-sartrouvillecergypoissy-du29novembreau3decembre.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : renouvellement des voies et du ballast.</p>";line;C01742
2021-11-19T23:45:00+01:00;2021-11-20T03:00:00+01:00;2021-11-04T12:25:06+01:00;future;travaux;Ligne D : Paris Lyon - Creil du 11/10 au 03/12;"<p>Période : de 23h00 à fin de soirée.<br>Dates : du lundi 11 octobre au vendredi 3 décembre, sauf samedi, dimanche et fériés.<br>Le trafic est interrompu entre Paris Gare de Lyon et Creil.<br>En conséquence, un service de bus de remplacement est mis en place au départ de Saint-Denis Université (ligne de métro n°13), avec desserte des gares intermédiaires.<br><a href=""https://transilien.com//sites/transilien/files/sentinelle-20211025-d-parislyon-creil-25octobreau3decembre-flyer"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20211102-d-ply-creil-2au5nov.pdf"" target="""">Pour la semaine du 2 au 5 novembre, cliquez ici pour télécharger l'affiche PDF.</a><br><a href=""https://transilien.com/sites/transilien/files/2021-11/20211108-d-gh-pgl-creil-8au12novembre.pdf "" target=""""><br>Pour la semaine du 8 au 12 novembre, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01728
2020-12-02T12:30:00+01:00;2021-12-31T16:00:00+01:00;2020-12-02T15:57:28+01:00;active;perturbation;Ligne 8 - Les Samedis et Mercredis, jusqu'au 31 décembre 2021 - Déviation Secteur Gare de Porchefontaine;"<p>Du début du service jusqu'à 15h, tous les Mercredi et Samedi, suite à l'extension du marché de Porchefontaine, les bus de la ligne 8 ne peuvent plus desservir l'arrêt Gare de Porchefontaine dans les deux sens de circulation.</p><p>Reportez-vous à l'arrêt Vauban ou Square Lamôme.</p><p><a href=""https://www.phebus.tm.fr/fileadmin/Sites/Phebus/SE_DEPLACER/Affiches_deviations/Ligne_8_-_Les_Samedis_et_Mercredis__jusqu_au_31_decembre_2021_-_Deviation_Secteur_Porchefontaine_sans_incidence_sur_les_arrets.pdf"" target=""_blank"">Cliquez ici pour ouvrir le plan de déviation</a><br></p>";line;C00699
2021-09-10T19:10:00+02:00;2023-12-30T20:10:00+01:00;2021-09-10T19:23:02+02:00;active;perturbation;Keolis CIF bus vitavil : Arrêts MAROC, FONTENAY et LES SABLONS (VERS SARCELLES) non desservis;"<p><b>Du lundi 6 septembre 2021 jusqu’à fin des travaux</b></p><p>En raison de travaux de voirie Rue Fontenay à Stains, les arrêts MAROC, FONTENAY et LES sablons (vers sarcelles) ne seront pas desservis.</p><p>· En direction de Stains, les arrêts « Le Maroc » et « Fontenay » sont reportés aux arrêts « Les Sablons » et « Francis Auffray »</p><p>· En direction de Sarcelles, les arrêts « Fontenay », « Le Maroc » et « Les Sablons » sont reportés aux arrêts « Francis Auffray » et « Les Sablons » de la RATP</p><p>Nous vous prions de bien vouloir nous excuser pour la gêne occasionnée.</p><p><a href=""https://www.keolis-cif.com/se-deplacer/voir-toutes-les-infos-trafic/details-de-linfo-trafic/trafic/main/Alerte/arrets-maroc-fontenay-et-les-sablons-vers-sarcelles-non-desservis/"" target=""_blank"">En savoir plus</a><br></p>";line;C00261
